GitHub_Image_URL,"Flickr 
Image URL",Dir,Comments,Annotated,Slide,Nem,NID,Image,Moved_Image_Name,Y,X,Mag,Family,Genus,Species,Detail,overall body length,distance of vulva from anterior ,% distance of vulva from anterior,stylet or spear length (stomatostyle or odontostyle),% distance from anterior to median bulb relative to length of esophagus,% distance of anterior phasmid from anterior of nematode in relation to body length,% distance of dorsal esophageal gland opening from stylet knobs in relation to stylet length,% distance of phasmid from anus in relation to length of tail,% distance of posterior phasmid from anterior of nematode in relation to body length,% length of anterior female gonad in relation to body length,% length of male gonad relative to body length,% length of posterior female gonad in relation to body length,(distance of dorsal esophageal gland opening from stylet knobs x 100)/(length of stylet),(distance of phasmid(when not erratic) from anus x 100)/( length of tail),body length / distance from anterior to base of esophageal glands,body length / distance from anterior to esophago-intestinal valve,body length / greatest body diameter,body length / tail length,capitulum length in Âµm,conus of stomatostyle/total stomatosyle length,distance from anterior end to excretory pore in µm,distance from base of stylet to median bulb valve/stylet length.,distance from vulva to anus,gubernaculurn length in µm,number of body annules between anterior and excretory pore,number of body annules between anus and tail tip,number of body annules between vulva and anus,number of body annules between vulva and tail tip,number of specimens on which measurements are based,portion of body from anus or cloaca to posterior terminus,SE/L (measured in same units) expressed as %).,spicule length in Âµm,stylet extension (odontophore) length in Âµm,stylet length / body diameter at base of stylet,stylet length/body length (measured in same units as %).,tail length / tail diameter at anus or cloaca,total number of body annules,tt
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0004/Nem_0001/100x/2324.jpg,https://flic.kr/s/aHBqjzP7YQ,./../../Slide/ogf-0004/Metadata.ods,,,ogf-0004,Nem_0001,ogf-0004_Nem_0001,ogf-0004/Nem_0001\100x\2324.jpg,ogf_00326.jpg,6.1,144,100x,Alaimidae,Alaimus,,tail,1536.91,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0004/Nem_0001/100x/2325.jpg,https://flic.kr/s/aHBqjzP7YQ,./../../Slide/ogf-0004/Metadata.ods,,,ogf-0004,Nem_0001,ogf-0004_Nem_0001,ogf-0004/Nem_0001\100x\2325.jpg,ogf_00327.jpg,6.1,144,100x,Alaimidae,Alaimus,,anus or cloaca,1536.91,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/010x/2261.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\010x\2261.jpg,ogf_03143.jpg,16.9,137.1,010x,Aphelenchoididae,Unidentified,,body ,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/010x/2262.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\010x\2262.jpg,ogf_03144.jpg,16.9,137.1,010x,Aphelenchoididae,Unidentified,,body ,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/010x/2263.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\010x\2263.jpg,ogf_03145.jpg,16.9,137.1,010x,Aphelenchoididae,Unidentified,,body ,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/010x/2264.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\010x\2264.jpg,ogf_03146.jpg,16.9,137.1,010x,Aphelenchoididae,Unidentified,,body ,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2583.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2583.jpg,ogf_03147.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2584.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2584.jpg,ogf_03148.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2585.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2585.jpg,ogf_03149.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2586.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2586.jpg,ogf_03150.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2587.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2587.jpg,ogf_03151.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2588.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2588.jpg,ogf_03152.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2589.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2589.jpg,ogf_03153.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,esophageal-intestinal interface,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2590.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2590.jpg,ogf_03154.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,esophageal-intestinal interface,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2591.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2591.jpg,ogf_03155.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,esophageal-intestinal interface,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2592.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2592.jpg,ogf_03156.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,tail tip,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2593.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2593.jpg,ogf_03157.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,anus or cloaca,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/040x/2594.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\040x\2594.jpg,ogf_03158.jpg,16.9,137.1,040x,Aphelenchoididae,Unidentified,,posterior,1248.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2765.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2765.jpg,ogf_03159.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,lips,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2766.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2766.jpg,ogf_03160.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,guiding ring,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2767.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2767.jpg,ogf_03161.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,lips,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2768.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2768.jpg,ogf_03162.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,guiding ring,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2769.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2769.jpg,ogf_03163.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,spear,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2770.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2770.jpg,ogf_03164.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,spear,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2771.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2771.jpg,ogf_03165.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,Isthmus,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2772.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2772.jpg,ogf_03166.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,esophageal-intestinal interface,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2773.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2773.jpg,ogf_03167.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,esophageal-intestinal interface,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2774.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2774.jpg,ogf_03168.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,tail tip,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0020/Nem_0014/100x/2775.jpg,https://flic.kr/s/aHBqjzTRx2,./../../Slide/ogf-0020/Metadata.ods,,,ogf-0020,Nem_0014,ogf-0020_Nem_0014,ogf-0020/Nem_0014\100x\2775.jpg,ogf_03169.jpg,16.9,137.1,100x,Aphelenchoididae,Unidentified,,anus or cloaca,1248.6,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/010x/2351.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\010x\2351.jpg,ogf_00659.jpg,13.1,138,010x,Aporcelaimidae,Aporcelaimellus,,posterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/010x/2352.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\010x\2352.jpg,ogf_00660.jpg,13.1,138,010x,Aporcelaimidae,Aporcelaimellus,,posterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/010x/2353.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\010x\2353.jpg,ogf_00661.jpg,13.1,138,010x,Aporcelaimidae,Aporcelaimellus,,anterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/020x/1744.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\020x\1744.jpg,ogf_00662.jpg,13.1,138,020x,Aporcelaimidae,Aporcelaimellus,,posterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/020x/1745.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\020x\1745.jpg,ogf_00663.jpg,13.1,138,020x,Aporcelaimidae,Aporcelaimellus,,mid section,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/020x/1746.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\020x\1746.jpg,ogf_00664.jpg,13.1,138,020x,Aporcelaimidae,Aporcelaimellus,,vulva,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/020x/1747.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\020x\1747.jpg,ogf_00665.jpg,13.1,138,020x,Aporcelaimidae,Aporcelaimellus,,mid section,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/020x/1748.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\020x\1748.jpg,ogf_00666.jpg,13.1,138,020x,Aporcelaimidae,Aporcelaimellus,,posterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/040x/1775.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\040x\1775.jpg,ogf_00667.jpg,13.1,138,040x,Aporcelaimidae,Aporcelaimellus,,anterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/040x/1776.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\040x\1776.jpg,ogf_00668.jpg,13.1,138,040x,Aporcelaimidae,Aporcelaimellus,,anterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/lperepol/NematodesOfAnOldGrowthForest/blob/main/Slide/ogf-0007/Nem_0005/040x/1777.jpg,https://flic.kr/s/aHBqjzTzWj,./../../Slide/ogf-0007/Metadata.ods,,,ogf-0007,Nem_0005,ogf-0007_Nem_0005,ogf-0007/Nem_0005\040x\1777.jpg,ogf_00669.jpg,13.1,138,040x,Aporcelaimidae,Aporcelaimellus,,anterior,2666.28,1397.73,0.524224763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
