ImageName,ImageText,Gender,General,Descr,Detail,Magnification,Location,Host,Species,ScientificName_accepted,ScientificName,Class,Order,Family,Genus
achrsp5.jpg,"Peter Mullin cc 1999_x000D_
20m_x000D_
Achromadora sp._x000D_
female tail +00X_x000D_
9 Mile Prairie Leadplant",female,,,tail,400X,"Nine Mile Prairie, Lancaster County, Nebraska",Leadplant,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrsp6.jpg,"Ã‚Â© Peter Mullin 72000
Achromadora sp.
female head +00X
Konza Prairie
Fragrant sumac",female,,,head,400X,"Konza Prairie, Kansas",Fragrant sumac,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrsp7.jpg,"Achromadora sp._x000D_
female amphid +00,_x000D_
Konza Prairie_x000D_
Fragrant sumac_x000D_
Ã‚Â© Peter Mullin/2000",female,,,amphid,400X,"Konza Prairie, Kansas",Fragrant sumac,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrsp8.jpg,"Achromadora sp._x000D_
female anus +00X_x000D_
Konza Prairie_x000D_
Fragrant sumac_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000",female,,,anus,400X,"Konza Prairie, Kansas",Fragrant sumac,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrsp9.jpg,"Ã‚Â© Peter Mullin/2000,_x000D_
Achromadora sp._x000D_
female tail tip oak_x000D_
Konza Prairie_x000D_
Fragrant sumac_x000D_
20 fim",female,,,tail tip,400X,"Konza Prairie, Kansas",Fragrant sumac,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk1.jpg,"Achromadora sp-_x000D_
female amphid +00X_x000D_
Konza Prairie_x000D_
96W 35"" 39N05' Big bluestem_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000",female,,,amphid,400X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp-,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk10.jpg,"Achromadora a_x000D_
juvenile cuticle 1000;_x000D_
Keares [reine_x000D_
estes_x000D_
96 35Ã‚Â° 39No5'_x000D_
Ã‚Â© Peter Mullin/z000",juvenile,,,cuticle,1000X,"Konza Prairie, Kansas",Big bluestem,Achromadora a,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk11.jpg,"Achromadora sp._x000D_
juvenile head 400)_x000D_
Konza Prairie_x000D_
Big bluestem/|_ittle bluestem_x000D_
96WW 35"" 39No5""_x000D_
Ã‚Â© Peter Mullin/2000",juvenile,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk12.jpg,"Ã‚Â© Peter Mullin/2000_x000D_
96 35"" 39No5_x000D_
1pm_x000D_
Achromadora sp._x000D_
juvenile head 1000X_x000D_
Konza Prairie_x000D_
Big bluestem/{_ittle bluestem",juvenile,,,head,1000X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk14.jpg,"Achromadora sp._x000D_
juvenile cuticle 1000,_x000D_
Konza Prairie_x000D_
Big bluestem/|_ittle bluestem_x000D_
96WW 35* 39N05'_x000D_
10pm_x000D_
Ã‚Â© Peter Mullin/z000",juvenile,,,cuticle,1000X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk15.jpg,"20m_x000D_
96 35"" 39No5""_x000D_
Achromadora sp._x000D_
female head 400X,_x000D_
(ere ane_x000D_
Pre bluceten/Tluconass",female,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk16.jpg,"Achromadora sp._x000D_
female tail 400X_x000D_
20m_x000D_
Konza Prairie_x000D_
ste blue ctary/ Plveep ace_x000D_
96 35"" 39No5'_x000D_
Ã‚Â© Peter Mullin/2000",female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk17.jpg,"Achromadora sp._x000D_
vulva 400X_x000D_
Konza Prairie_x000D_
Big bluesten/Bluesgrass_x000D_
96W 35Ã‚Â° 39No5'_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/z000",female,,,vulva,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk18.jpg,"Achromadora sp.
vulva +00X
Ã‚Â© Peter Mullin/2000 96 35"" 39N03'
Konza Prairie
Bluesgrass",female,,,vulva,400X,"Konza Prairie, Kansas",Bluesgrass,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk19.jpg,"Achromadora sp-_x000D_
female tail 400X_x000D_
Konza Prairie_x000D_
fee nese_x000D_
96W 35Ã‚Â° 39No5'_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
20m",female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp-,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk2.jpg,"Ã‚Â© Peter Mullin/z000_x000D_
96WW 35Ã‚Â° 39No5'_x000D_
20m_x000D_
Achromadora SP._x000D_
Female head 400X_x000D_
Konza Prairie_x000D_
Byellvest ay",female,,,head,400X,"Konza Prairie, Kansas",,Achromadora SP.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk20.jpg,"Achromadora sp._x000D_
vulva +00X_x000D_
Konza Prairie_x000D_
Dyed_x000D_
96WW 35"" 39No5'_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000",female,,,vulva,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk21.jpg,"Achromadora sp._x000D_
female amphid 400X_x000D_
orm Fete_x000D_
Bg blecceen_x000D_
96WN 55""_x000D_
39Nos""_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000",female,,,amphid,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk3.jpg,"gbendine ae_x000D_
female tail +00X_x000D_
[Reweseciie_x000D_
Foe lesen_x000D_
96\W 35Ã‚Â° 39No5'_x000D_
Ã‚Â© Peter Mullin/2000",female,,,tail,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk4.jpg,"Achromadora sp._x000D_
vulva +00X_x000D_
Konza Prairie_x000D_
cilestsn_x000D_
96\N 35"" 39N05'_x000D_
Ã‚Â© Peter Mullin/z000_x000D_
204m",female,,,vulva,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk5.jpg,"100 im_x000D_
Achromadora sp._x000D_
jpvenile 100X_x000D_
Konza Prairie_x000D_
Big Sluesten_x000D_
96W 35"" 39Nos' Ã‚Â© Peter Mullin/2000",juvenile,,,body,100X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk6.jpg,"Achromadora sp:_x000D_
juvenile head +00X_x000D_
Konza Prairie_x000D_
Bevan_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
96W 35Ã‚Â° 39No5'_x000D_
20 um",juvenile,,,head,400X,"Konza Prairie, Kansas",,Achromadora sp:,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk7.jpg,"Achromadora sp._x000D_
jovenile tail tip 400X_x000D_
Konza Prairie_x000D_
Big bluestem rin_x000D_
96 35Ã‚Â° 39No5'_x000D_
Ã‚Â© Peter Mullin72000",juvenile,,,tail tip,400X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk8.jpg,"Achromadora sp._x000D_
juvenile head 1000X%_x000D_
Konza Prairie_x000D_
Bie diesen_x000D_
Ã‚Â© Peter Mullin7z000_x000D_
96WW 35"" 39No5""_x000D_
Ohm",juvenile,,,head,1000X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk9.jpg,"Achromadora Le_x000D_
juvenile amphid 1000_x000D_
Konza Prairie_x000D_
Big blucsten_x000D_
96WW 35"" 39No3'_x000D_
1Opm_x000D_
Ã‚Â© Peter Mullin/2000",juvenile,,,amphid,1000X,"Konza Prairie, Kansas",,Achromadora Le,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
accil1.jpg,"96\N 35 39No35""
Acrobeles ciliatus
female 4+00X
Konza Prairie
Sunegeass
Ã‚Â©Peter Mullin/z000",female,,,body,400X,"Konza Prairie, Kansas",Sunegeass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil10.jpg,"96W 35' 39No5""_x000D_
1Op1m_x000D_
Me, lpg cite, VF on. on_x000D_
: ~_x000D_
Acrobeles ciliatus Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€_x000D_
juvenile female Konza Prairie ;_x000D_
basal bulb 1000X Bluegrass Ã‚Â© Peter Mullin/2000",female,,,basal bulb,1000X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil11.jpg,"Ã‚Â© Peter Mullin/2000
1Opm
96WW 35"" 39No5""
Acrobeles ciliatus
juvenile female head 1000X
ereniiaise
Dleeee",female,,,head,1000X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil12.jpg,"Acrobeles ciliatus_x000D_
juvenile female head 1000X_x000D_
Konza Prairie_x000D_
Blucgess_x000D_
101m_x000D_
Ã‚Â© Peter Mullin72000 96W 35! 39No5""",female,,,head,1000X,"Konza Prairie, Kansas",Blucgess,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil13.jpg,"Acrobeles ciliatus_x000D_
female 100X_x000D_
Konza Prairie_x000D_
Sporobolus 96W 93' 39No5'_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
100 im",female,,,body,100X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil14.jpg,"Ã‚Â© Peter Mullin/z000_x000D_
Acrobeles ciliatus_x000D_
female tail 400X_x000D_
Lesealiiene_x000D_
Sporobolus_x000D_
20m_x000D_
96WW 35' 39No5""",female,,,tail,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil15.jpg,"Acrobeles ciliatus_x000D_
vulva +00X_x000D_
Konza Prairie_x000D_
Sporobolus_x000D_
Ã‚Â© Peter Mullin/2000 96WW 55"" 99No5'",female,,,vulva,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil16.jpg,"Acrobeles ciliatus_x000D_
female head +00X_x000D_
Ã¢â‚¬â€Ã¢â‚¬â€___4 Konza Prairie 96WW 55! 39No5!_x000D_
ai Sporobolus_x000D_
Ã‚Â©Peter Mullin/z000",female,,,head,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil17.jpg,"Acrobeles ciliatus
female lateral field 1000X
Konza Prairie 96W 35"" 39No5""
iopm",female,,,lateral field,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil18.jpg,"Acrobeles ciliatus 96W35' 39Nos""_x000D_
female head 1000X_x000D_
Konza Prairie_x000D_
Sporobolus_x000D_
Ã‚Â© Peter Mullin/2000",female,,,head,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil19.jpg,"Acrobeles ciliatus_x000D_
female head 1000X_x000D_
Konza Prairie .?_x000D_
Sporobolus ;_x000D_
10pm_x000D_
96W 35"" 39No5'_x000D_
Ã‚Â© Peter Mullin/2000",female,,,head,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil2.jpg,"Acrobeles ciliatus_x000D_
female head 400X,_x000D_
Konza Prairie_x000D_
Since_x000D_
96W 35"" 39No5""_x000D_
20m_x000D_
Ã‚Â©Peter Mullin/z000",female,,,head,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil21.jpg,"aa hk_x000D_
Bets_x000D_
96W 35"" 39No5""_x000D_
Acrobeles ciliatus_x000D_
juvenile female head +00X_x000D_
eemealfitatis_x000D_
Bigbluestem/Serbner's panicum_x000D_
Ã‚Â© Peter Mullin/2000",female,,,head,400X,"Konza Prairie, Kansas",Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil22.jpg,"Ã‚Â©Peter Mullin/z000_x000D_
1pm_x000D_
Acrobeles ciliatus_x000D_
juvenile Female head 1000X_x000D_
Konza Prairie_x000D_
Bigbluestem/Serbner's panicum_x000D_
96W 35"" 39No5""",female,,,head,1000X,"Konza Prairie, Kansas",Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil23.jpg,"Ã‚Â© Peter Mullin/2000_x000D_
10 li_x000D_
im ay |_x000D_
96W35' 59No5' Ã‚Â« cd >._x000D_
Ps_x000D_
Ã¢â‚¬Ëœ_x000D_
a,_x000D_
obeles ciliatus_x000D_
female head 1000X_x000D_
Konza Prairie_x000D_
ig bluestem/ Scribner's panicum",female,,,head,1000X,"Konza Prairie, Kansas",Scribner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil3.jpg,"Acrobeles ciliatus_x000D_
female midbody-anterior 400X_x000D_
Konza Prairie_x000D_
Junegrass_x000D_
96W 33' 39No5""_x000D_
Ã‚Â© Peter Mullin/2000",female,,,basal bulb,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil4.jpg,"96 33' 39No5""_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
Acrobeles ciliatus_x000D_
female midbody +00X_x000D_
Konza Prairie_x000D_
Junegrass",female,,,vulva,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil5.jpg,"96W 35 39No5""_x000D_
Ã‚Â©Peter Mullin/z000_x000D_
Acrobeles ciliatus_x000D_
female midbody-posterior 400X_x000D_
Konza Prairie_x000D_
Junegrass",female,,,anus,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil6.jpg,"Acrobeles ciliatus_x000D_
female tail 400X_x000D_
Konza Prairie_x000D_
Junegrass_x000D_
96WW 33 39No5'_x000D_
20pm_x000D_
Ã‚Â© Peter Mullin/2000",female,,,tail,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil7.jpg,"Acrobeles ciliatus_x000D_
female head/esophagus +00X_x000D_
Konza Prairie_x000D_
Snes_x000D_
96W 35"" 39Nos5""_x000D_
Ã‚Â©Peter Mullin/2z000",female,,,anterior,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil8.jpg,"20 [im_x000D_
Acrobeles ciliatus 9635"" 39No5_x000D_
juvente female tail +00X_x000D_
Konza Prai_x000D_
Bluegrass Ã‚Â© Peter Mullin/2000",female,,,tail,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil9.jpg,"Ã‚Â©Peter Mullin/2000 rs 96W35"" 39Nos!_x000D_
Acrobeles ciliatus_x000D_
jesenile female head +00X_x000D_
Konza Prairie_x000D_
Bluegrass",female,,,head,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accilidrw.jpg,"Acrobeles ciliatus_x000D_
Drawings- Thorne, 1937",,,,compare,,,,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte1.jpg,"Acrobeles ctenocephalus_x000D_
female head +00)_x000D_
Mead Hpantare_x000D_
Dead pig A_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000",female,,,head,400X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte2.jpg,"Acrobeles ctenocephalus_x000D_
female tail +00_x000D_
Mee oe Faas_x000D_
pisA_x000D_
Ã‚Â© Peter Mullin/2000",female,,,tail,400X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte3.jpg,"Acrobeles ctenocephalus_x000D_
female head 1000X_x000D_
Mead pasture_x000D_
Dead pig A",female,,,head,1000X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph1.jpg,"Ã‚Â© Peter Mullin/2000_x000D_
ia 96WW 35"" 39No5""_x000D_
y roa_x000D_
Acrobeles cephalatus_x000D_
female 100X_x000D_
Konza Prairie_x000D_
Big bluestem/|_ittle bluestem",female,,,body,100X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph10.jpg,"Acrobeles cephalatus_x000D_
female vulva +00X_x000D_
Konza Prairie_x000D_
Little bluestem/ Scribner's panicum_x000D_
96 35"" 39No5""_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/z000",female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph11.jpg,"Acrobeles cephalatus_x000D_
female 100X_x000D_
Konza Prairie_x000D_
Little bluestem/ Scribner's panicum_x000D_
96WW 35"" 39No35""_x000D_
100 im_x000D_
lin /2000",female,,,body,100X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph12.jpg,"Acrobeles cephalatus_x000D_
juvenile female 100X%_x000D_
Coreen ine_x000D_
[Giile bluesten/[Sluegrass_x000D_
96W 35"" 39No5""_x000D_
100 jim",juvenile,,,body,100X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph13.jpg,"96W 35 39No5""_x000D_
20m_x000D_
llin/2000._x000D_
Acrobeles cephalatus_x000D_
juvenile Female head 400X_x000D_
Kons foie_x000D_
[idle Bluestem /ESlucgrase",juvenile,,,head,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph14.jpg,"96WW 35"" 39No5""_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
Acrobeles cephalatus_x000D_
juvenile female vulva +00X_x000D_
(iamealaties_x000D_
ile bluesten 7 ee see",female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph15.jpg,"96W 35 39No5""_x000D_
20m_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
Acrobeles cephalatus_x000D_
juvenile Female tail +00X_x000D_
Konza Prairie_x000D_
[ie luccten, Cluewass",female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph16.jpg,"96WW 35 39No5""_x000D_
204m_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
Acrobeles cephalatus_x000D_
juvenile head 400X_x000D_
Comal_x000D_
Bebheipliceecs",juvenile,,,head,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph2.jpg,"Acrobeles cephalatus_x000D_
female head +00X_x000D_
Konza Prairie_x000D_
Big bluestem/|_ittle bluestem |_x000D_
96W 35 39No5""_x000D_
Ã‚Â© Peter Mullin/2000_x000D_
20m",female,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph3.jpg,"Ã‚Â© Peter Mullin/2000 96WW 35' 39No5""_x000D_
20m_x000D_
Acrobeles cephalatus_x000D_
female tail 400X_x000D_
Konza Prairie_x000D_
Big bluestem/|_ittle bluestem",female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
